user,95,LIST:default,7:0:7:7:1:6
Felix,30,LIST:default,30:30:0:0:0:0
Toby,16,LIST:default,8:7:1:30:9:21
Feras,8,LIST:default,8:8:0:0:0:0
Mert,0
lo,0
mac,0
